venue_id,canonical_venue,canonical_city,canonical_country
ven_000883,"Woodvale Road, Eglinton",Eglinton,Northern Ireland
ven_000884,"Wright Cricket Field, Woodley Park",Los Angeles,United States of America
ven_000885,Yeonhui Cricket Ground,Incheon,South Korea
ven_000886,"Yeonhui Cricket Ground, Incheon",Incheon,South Korea
ven_000887,YMCA Cricket Club,Dublin,Ireland
ven_000888,York Cricket Club,York,England
ven_000889,"YSD-UKM Cricket Oval, Bangi",Bangi,Malaysia
ven_000890,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh
ven_000891,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Bangladesh
ven_000892,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Bangladesh
ven_000893,Zayed Cricket Stadium,Abu Dhabi,United Arab Emirates
ven_000894,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates
ven_000895,Zhejiang University of Technology Cricket Field,Hangzhou,China
ven_000896,Zohur Ahmed Chowdhury Stadium,Chattogram,Bangladesh
ven_000897,Brian Lara Stadium,Tarouba,Trinidad and Tobago
ven_000898,Dr DY Patil Sports Academy,Navi Mumbai,India
ven_000899,Independence Park,Port Vila,Vanuatu
ven_000900,Maharaja Yadavindra Singh International Cricket Stadium,New Chandigarh,India
ven_000901,Maple Leaf Cricket Club,King City,Canada
ven_000902,Mission Road Ground,Hong Kong,Hong Kong
ven_000903,Sabina Park,Kingston,Jamaica
ven_000904,Seebarn Cricket Centre,Vienna,Austria
ven_000905,Skarpnack Cricket Ground,Stockholm,Sweden
ven_000906,St George's Park,Gqeberha,South Africa
ven_000907,Stellenbosch University,Stellenbosch,South Africa
ven_000908,Woodley Cricket Field,Los Angeles,United States of America
